travel_id,travel_nm,traveler_id,travel_purpose,travel_start_ymd,travel_end_ymd,mvmn_nm,travel_persona,travel_mission,travel_mission_check
h_h005052,H01,h005052,2;22;28,2023-08-26,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;28,2;22;6
h_h005058,H01,h005058,10;22;24;26;27,2023-08-27,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",10;22;24;26;27,26;27;22
h_h005060,H01,h005060,2;22;23;5,2023-09-01,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23;5,23;11;22
h_h005061,H01,h005061,22;23;4;5,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;4;5,22;5;3
h_h005062,H01,h005062,2;22;26;5,2023-08-25,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;26;5,2;5;7
h_h005063,H01,h005063,1;2;21;5;7,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;21;5;7,5;21;7
h_h005066,H01,h005066,1;22;5;6;7,2023-08-24,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;22;5;6;7,6;22;1
h_h005082,H01,h005082,2,2023-08-27,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2,2;6;11
h_h005084,H01,h005084,1;23;28,2023-09-01,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;23;28,1;7;28
h_h005086,H01,h005086,1;2;22,2023-08-24,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;22,22;2;1
h_h005110,H01,h005110,21;22,2023-09-02,2023-09-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22,4;21;28
h_h005113,H01,h005113,1;2;22;28;4,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;28;4,4;22;21
h_h005124,H01,h005124,1;2;6;7;9,2023-09-06,2023-09-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;6;7;9,21;6;1
h_h005136,H01,h005136,1;22;23;3;5,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;22;23;3;5,5;22;21
h_h005138,H01,h005138,28;3,2023-08-27,2023-08-31,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",28;3,28;3;6
h_h005141,H01,h005141,22;24,2023-09-16,2023-09-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24,6;22;24
h_h005149,H01,h005149,3;12;22;24;26;27,2023-08-26,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",3;12;22;24;26;27,22;3;26
h_h005150,H01,h005150,21;22;27;5,2023-08-25,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",21;22;27;5,5;21;2
h_h005161,H01,h005161,1;2;4;5;7,2023-08-24,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;7,21;28;5
h_h005163,H01,h005163,22;26;28,2023-08-26,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26;28,5;22;28
h_h005177,H01,h005177,1;2;3;4;21;22;24;26,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;4;21;22;24;26,2;22;26
h_h005181,H01,h005181,2;22;23;4;6,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23;4;6,2;6;4
h_h005184,H01,h005184,1;2;5;22,2023-08-25,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;5;22,5;2;22
h_h005193,H01,h005193,1;2;10;12;27;6;24;26,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;2;10;12;27;6;24;26,12;6;1
h_h005198,H01,h005198,1;22;23;24;4,2023-08-25,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;23;24;4,6;23;22
h_h005200,H01,h005200,22;24;26;28;7,2023-08-25,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24;26;28;7,22;27;26
h_h005201,H01,h005201,1;12;22;23;24,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;12;22;23;24,23;1;24
h_h005208,H01,h005208,1;22;23;5,2023-08-26,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;23;5,1;5;23
h_h005212,H01,h005212,1;23;22;5;4;26,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;23;22;5;4;26,5;22;23
h_h005217,H01,h005217,10;2;3;6;9,2023-08-26,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",10;2;3;6;9,5;22;1
h_h005221,H01,h005221,2;5,2023-08-26,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;5,2;22;21
h_h005226,H01,h005226,2;22;26;23,2023-08-26,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;22;26;23,2;22;23
h_h005233,H01,h005233,1;21;22;4;5,2023-08-24,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;4;5,5;23;21
h_h005234,H01,h005234,2;22;27;3;6,2023-08-26,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;27;3;6,3;2;22
h_h005238,H01,h005238,1;22;26;24;7;2,2023-09-08,2023-09-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;22;26;24;7;2,22;26;7
h_h005245,H01,h005245,22;26;4;5;7,2023-09-02,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26;4;5;7,5;22;7
h_h005252,H01,h005252,1;21;22;24;7,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;24;7,22;7;21
h_h005253,H01,h005253,1;21;5,2023-09-02,2023-09-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",1;21;5,5;1;21
h_h005264,H01,h005264,10;2;22;23;5,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;22;23;5,2;10;5
h_h005267,H01,h005267,1;22;26;4;5,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;26;4;5,28;5;22
h_h005271,H01,h005271,2;5;6;7;1;4;2;26;4;23;26;6;1;28,2023-08-28,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;5;6;7;1;4;2;26;4;23;26;6;1;28,6;1;26
h_h005274,H01,h005274,1;12;7;2;5,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;7;2;5,5;1;7
h_h005280,H01,h005280,3;26;24;6;22,2023-08-27,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",3;26;24;6;22,22;6;3
h_h005288,H01,h005288,1;22;24;26;6,2023-08-26,2023-08-27,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;22;24;26;6,6;22;24
h_h005297,H01,h005297,1;5;7;10;21;22,2023-08-27,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;5;7;10;21;22,5;10;7
h_h005298,H01,h005298,12;22;23;28;5,2023-08-25,2023-08-29,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;22;23;28;5,5;23;22
h_h005305,H01,h005305,22;5,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;5,5;22;1
h_h005308,H01,h005308,2;5;23;1;10;21,2023-08-26,2023-08-31,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;5;23;1;10;21,5;23;21
h_h005309,H01,h005309,1;2;23;5;7,2023-08-28,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;23;5;7,1;5;23
h_h005311,H01,h005311,1;13;4;5;6,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;13;4;5;6,1;2;5
h_h005312,H01,h005312,2;5;24;7,2023-08-24,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;5;24;7,24;5;2
h_h005321,H01,h005321,1;22;23;5;6,2023-08-26,2023-08-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;22;23;5;6,3;22;2
h_h005322,H01,h005322,3;23;2;22;28,2023-08-29,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",3;23;2;22;28,26;22;27
h_h005342,H01,h005342,22;21;24;26;6;27;5,2023-08-26,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;21;24;26;6;27;5,21;5;6
h_h005345,H01,h005345,1;22;26;6,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;26;6,22;6;26
h_h005358,H01,h005358,1;22;24;2;21;9;26;27,2023-08-30,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24;2;21;9;26;27,22;1;26
h_h005365,H01,h005365,22;23;26,2023-08-30,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;26,22;23;2
h_h005366,H01,h005366,4;6;22;23;24;1;1;3,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",4;6;22;23;24;1;1;3,22;3;1
h_h005367,H01,h005367,2;22;24;3,2023-09-04,2023-09-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",2;22;24;3,3;22;2
h_h005369,H01,h005369,1;2;26;4;5,2023-08-28,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;26;4;5,1;2;26
h_h005375,H01,h005375,2;22;26;4;6,2023-08-30,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;22;26;4;6,26;22;23
h_h005377,H01,h005377,2;22;5;7;9,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;5;7;9,1;5;7
h_h005390,H01,h005390,22,2023-08-31,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22,22;9;1
h_h005428,H01,h005428,2;21;22;23;6,2023-08-26,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;21;22;23;6,6;22;4
h_h005433,H01,h005433,1;2;5,2023-09-05,2023-09-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;5,5;2;1
h_h005434,H01,h005434,1;2;22;5;7,2023-08-27,2023-08-31,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2;22;5;7,5;23;1
h_h005435,H01,h005435,12;21;22;23;5,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",12;21;22;23;5,23;22;12
h_h005437,H01,h005437,1;2;21;27;6,2023-09-05,2023-09-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;21;27;6,21;2;9
h_h005441,H01,h005441,1;2;23;5;6,2023-08-26,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2;23;5;6,6;11;23
h_h005448,H01,h005448,1;21;5;7;9,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;5;7;9,5;21;22
h_h005455,H01,h005455,6;22;23;28;22;1;24,2023-08-31,2023-09-03,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",6;22;23;28;22;1;24,23;27;26
h_h005459,H01,h005459,25;28;27;26;24;22;4;5,2023-08-29,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",25;28;27;26;24;22;4;5,25;21;24
h_h005461,H01,h005461,1;21;22;26,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;26,21;22;26
h_h005462,H01,h005462,28;22;26;7;1;7,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",28;22;26;7;1;7,1;22;26
h_h005464,H01,h005464,1;2;22;6,2023-08-27,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;22;6,2;22;1
h_h005466,H01,h005466,1;22;26;28,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;26;28,23;22;28
h_h005492,H01,h005492,2;23;6,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",2;23;6,5;2;21
h_h005494,H01,h005494,22;23;24;26;6,2023-08-30,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",22;23;24;26;6,23;22;1
h_h005495,H01,h005495,2;22;6,2023-08-27,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;6,2;22;1
h_h005501,H01,h005501,10;23;5,2023-08-27,2023-08-31,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",10;23;5,2;5;10
h_h005509,H01,h005509,1;22;28;6;9,2023-08-30,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;28;6;9,22;6;1
h_h005518,H01,h005518,22;26;27;28;5,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;26;27;28;5,22;28;26
h_h005535,H01,h005535,11;22;27;3;6,2023-08-28,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",11;22;27;3;6,2;5;22
h_h005559,H01,h005559,1;11;21;3;4,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;11;21;3;4,3;6;21
h_h005580,H01,h005580,1;2;21;22;23,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;21;22;23,2;21;23
h_h005583,H01,h005583,21;22;26;4;5,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",21;22;26;4;5,2;6;22
h_h005586,H01,h005586,21;22,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22,21;22;24
h_h005589,H01,h005589,28;27;1;7;2;5,2023-09-05,2023-09-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",28;27;1;7;2;5,5;7;28
h_h005590,H01,h005590,1;21;22,2023-08-27,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;21;22,22;21;6
h_h005596,H01,h005596,1;22;24;26;6,2023-09-10,2023-09-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;22;24;26;6,1;6;26
h_h005605,H01,h005605,22;24;26;5,2023-09-22,2023-09-24,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24;26;5,22;24;26
h_h005624,H01,h005624,2;22;5;6,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;22;5;6,2;5;28
h_h005629,H01,h005629,1;24;26;27;28,2023-08-31,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;24;26;27;28,2;26;6
h_h005641,H01,h005641,1;22;26;3;4,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;26;3;4,4;22;1
h_h005644,H01,h005644,26;22;21;4,2023-08-31,2023-09-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",26;22;21;4,22;26;21
h_h005655,H01,h005655,1;2;5;6;9;11;21;22;23;24;26,2023-08-30,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;5;6;9;11;21;22;23;24;26,1;6;2
h_h005661,H01,h005661,1;21;22;5;6,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;5;6,5;1;21
h_h005680,H01,h005680,2;5;24;3;7;11;12;22;26,2023-09-01,2023-09-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;5;24;3;7;11;12;22;26,5;28;22
h_h005700,H01,h005700,1;12;2;22;26,2023-08-30,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;12;2;22;26,2;22;26
h_h005713,H01,h005713,1;2;22;23;28;12;21,2023-08-31,2023-09-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;2;22;23;28;12;21,2;23;1
h_h005746,H01,h005746,11;22;26;6,2023-08-31,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",11;22;26;6,11;5;22
h_h005763,H01,h005763,2;1;22;10,2023-09-16,2023-09-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;1;22;10,23;2;22
h_h005771,H01,h005771,2;22;4;5;6,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;22;4;5;6,22;6;1
h_h005798,H01,h005798,22;24;26;5,2023-09-01,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24;26;5,5;22;26
h_h005831,H01,h005831,1;21;23;3;4,2023-08-31,2023-09-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;23;3;4,21;23;1
h_h005841,H01,h005841,1;3;4;5;7,2023-09-09,2023-09-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;3;4;5;7,1;5;23
h_h005842,H01,h005842,1;2;22;6,2023-09-18,2023-09-21,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;6,21;22;6
h_h005844,H01,h005844,1;12;2;22;3,2023-09-02,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;12;2;22;3,22;1;3
h_h005851,H01,h005851,1;22;24;26;6,2023-08-31,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;24;26;6,24;6;26
h_h005857,H01,h005857,22;23;5;6,2023-08-31,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;5;6,5;24;6
h_h005858,H01,h005858,13;2;3;5;6,2023-09-01,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",13;2;3;5;6,24;26;6
h_h005865,H01,h005865,1;22;26;24;2,2023-08-31,2023-09-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;22;26;24;2,22;26;1
h_h005884,H01,h005884,26;6;1;22,2023-08-31,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",26;6;1;22,1;3;22
h_h005888,H01,h005888,21;22;26;5,2023-09-01,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;26;5,5;22;23
h_h005889,H01,h005889,1;2;3;4;6,2023-08-31,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;4;6,1;2;6
h_h005912,H01,h005912,1;21;22;3;5,2023-09-09,2023-09-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;21;22;3;5,6;9;22
h_h005917,H01,h005917,2;22;23,2023-08-31,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23,22;23;5
h_h005922,H01,h005922,1;12;22;3;6,2023-08-30,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;22;3;6,6;1;22
h_h005951,H01,h005951,11;22;26;5,2023-09-02,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",11;22;26;5,5;11;22
h_h005955,H01,h005955,10;21;22;23;4,2023-09-01,2023-09-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",10;21;22;23;4,23;26;22
h_h005958,H01,h005958,11;12;22;23;27,2023-09-06,2023-09-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",11;12;22;23;27,23;22;12
h_h005961,H01,h005961,1;11;2;5;6,2023-08-31,2023-09-05,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;11;2;5;6,23;21;22
h_h006071,H01,h006071,1;2;3;4;6,2023-09-07,2023-09-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;2;3;4;6,1;12;22
h_h006083,H01,h006083,11;12;22;23;5,2023-09-09,2023-09-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",11;12;22;23;5,28;21;22
h_h006094,H01,h006094,4;1;3;6;22;24;26;12,2023-09-08,2023-09-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",4;1;3;6;22;24;26;12,4;27;24
h_h006101,H01,h006101,22;3;24,2023-09-06,2023-09-07,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",22;3;24,2;3;22
h_h006102,H01,h006102,4;22;6;23;26,2023-09-19,2023-09-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",4;22;6;23;26,4;6;26
h_h006150,H01,h006150,1;22;24;26;5,2023-09-06,2023-09-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24;26;5,22;24;26
h_h006152,H01,h006152,5;22;26;23;28;1;7,2023-09-19,2023-09-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;22;26;23;28;1;7,23;22;5
h_h006175,H01,h006175,1;22;26;27,2023-09-06,2023-09-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;26;27,1;22;27
h_h006192,H01,h006192,2;22;26,2023-09-06,2023-09-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;22;26,22;26;2
h_h006215,H01,h006215,6,2023-09-12,2023-09-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",6,3;21;5
h_h006222,H01,h006222,21;22;23;24;26,2023-09-12,2023-09-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;23;24;26,26;22;23
h_h006225,H01,h006225,1;22;26;4,2023-09-13,2023-09-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;26;4,10;11;22
h_h006286,H01,h006286,1;24;3;4;6,2023-09-05,2023-09-06,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;24;3;4;6,3;24;1
h_h006303,H01,h006303,21;22,2023-09-12,2023-09-13,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22,21;22;26
h_h006304,H01,h006304,26;27;22;21,2023-09-16,2023-09-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",26;27;22;21,1;22;26
h_h006313,H01,h006313,21;22;23;24;26,2023-09-09,2023-09-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",21;22;23;24;26,22;26;5
h_h006321,H01,h006321,2;27;5,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;27;5,5;11;27
h_h006332,H01,h006332,11;2;22,2023-09-09,2023-09-10,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",11;2;22,11;24;2
h_h006338,H01,h006338,1;2;3;6;9,2023-09-14,2023-09-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;3;6;9,6;1;3
h_h006375,H01,h006375,1;21;22;23;28,2023-09-16,2023-09-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;23;28,2;22;21
h_h006395,H01,h006395,2;27;3,2023-09-16,2023-09-17,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;27;3,2;27;11
h_h006398,H01,h006398,21;22;24;28;6,2023-09-17,2023-09-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",21;22;24;28;6,3;21;28
h_h006402,H01,h006402,10;2;22;26;6,2023-09-13,2023-09-14,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;22;26;6,10;6;2
h_h006403,H01,h006403,21;22;26;27;5,2023-09-17,2023-09-19,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",21;22;26;27;5,5;22;21
